Concentration,Conc_Value,Time_min,RFU_Interpolated,Is_Extrapolated
0.625 ug/mL,0.625,10.709999999999999,10918.809360466515,False
0.625 ug/mL,0.625,10.754999999999999,10918.809360478897,False
0.625 ug/mL,0.625,10.799999999999999,10918.809360490033,False
0.625 ug/mL,0.625,10.844999999999999,10918.80936050005,False
0.625 ug/mL,0.625,10.889999999999999,10918.809360509062,False
0.625 ug/mL,0.625,10.934999999999999,10918.809360517165,False
0.625 ug/mL,0.625,10.98,10918.809360524456,False
0.625 ug/mL,0.625,11.025,10918.809360531015,False
0.625 ug/mL,0.625,11.07,10918.809360536914,False
0.625 ug/mL,0.625,11.115,10918.80936054222,False
0.625 ug/mL,0.625,11.16,10918.809360546991,False
0.625 ug/mL,0.625,11.205,10918.809360551284,False
0.625 ug/mL,0.625,11.25,10918.809360555146,False
0.625 ug/mL,0.625,11.295,10918.80936055862,False
0.625 ug/mL,0.625,11.34,10918.809360561743,False
0.625 ug/mL,0.625,11.385,10918.809360564555,False
0.625 ug/mL,0.625,11.43,10918.809360567082,False
0.625 ug/mL,0.625,11.475,10918.809360569356,False
0.625 ug/mL,0.625,11.52,10918.809360571402,False
0.625 ug/mL,0.625,11.565,10918.809360573241,False
0.625 ug/mL,0.625,11.61,10918.809360574896,False
0.625 ug/mL,0.625,11.655,10918.809360576384,False
0.625 ug/mL,0.625,11.7,10918.809360577725,False
0.625 ug/mL,0.625,11.745,10918.809360578927,False
0.625 ug/mL,0.625,11.79,10918.809360580011,False
0.625 ug/mL,0.625,11.834999999999999,10918.809360580986,False
0.625 ug/mL,0.625,11.879999999999999,10918.809360581863,False
0.625 ug/mL,0.625,11.924999999999999,10918.80936058265,False
0.625 ug/mL,0.625,11.969999999999999,10918.80936058336,False
0.625 ug/mL,0.625,12.014999999999999,10918.809360583999,False
0.625 ug/mL,0.625,12.059999999999999,10918.809360584572,False
0.625 ug/mL,0.625,12.105,10918.809360585088,False
0.625 ug/mL,0.625,12.15,10918.809360585552,False
0.625 ug/mL,0.625,12.195,10918.80936058597,False
0.625 ug/mL,0.625,12.24,10918.809360586345,False
0.625 ug/mL,0.625,12.285,10918.809360586683,False
0.625 ug/mL,0.625,12.33,10918.809360586989,False
0.625 ug/mL,0.625,12.375,10918.80936058726,False
0.625 ug/mL,0.625,12.42,10918.809360587507,False
0.625 ug/mL,0.625,12.465,10918.80936058773,False
0.625 ug/mL,0.625,12.51,10918.809360587928,False
0.625 ug/mL,0.625,12.555,10918.809360588106,False
0.625 ug/mL,0.625,12.6,10918.809360588268,False
0.625 ug/mL,0.625,12.645,10918.809360588413,False
0.625 ug/mL,0.625,12.69,10918.809360588542,False
0.625 ug/mL,0.625,12.735,10918.80936058866,False
0.625 ug/mL,0.625,12.78,10918.809360588766,False
0.625 ug/mL,0.625,12.825,10918.809360588859,False
0.625 ug/mL,0.625,12.87,10918.809360588944,False
0.625 ug/mL,0.625,12.915,10918.809360589023,False
0.625 ug/mL,0.625,12.959999999999999,10918.809360589092,False
0.625 ug/mL,0.625,13.004999999999999,10918.809360589154,False
0.625 ug/mL,0.625,13.049999999999999,10918.809360589208,False
0.625 ug/mL,0.625,13.094999999999999,10918.809360589259,False
0.625 ug/mL,0.625,13.139999999999999,10918.809360589305,False
0.625 ug/mL,0.625,13.184999999999999,10918.809360589345,False
0.625 ug/mL,0.625,13.229999999999999,10918.809360589381,False
0.625 ug/mL,0.625,13.275,10918.809360589414,False
0.625 ug/mL,0.625,13.32,10918.809360589445,False
0.625 ug/mL,0.625,13.365,10918.80936058947,False
0.625 ug/mL,0.625,13.41,10918.809360589494,False
0.625 ug/mL,0.625,13.455,10918.809360589516,False
0.625 ug/mL,0.625,13.5,10918.809360589536,False
0.625 ug/mL,0.625,13.545,10918.809360589552,False
0.625 ug/mL,0.625,13.59,10918.809360589568,False
0.625 ug/mL,0.625,13.635,10918.809360589583,False
0.625 ug/mL,0.625,13.68,10918.809360589594,False
0.625 ug/mL,0.625,13.725,10918.809360589607,False
0.625 ug/mL,0.625,13.77,10918.809360589616,False
0.625 ug/mL,0.625,13.815,10918.809360589627,False
0.625 ug/mL,0.625,13.86,10918.809360589634,False
0.625 ug/mL,0.625,13.905,10918.809360589641,False
0.625 ug/mL,0.625,13.95,10918.809360589648,False
0.625 ug/mL,0.625,13.995,10918.809360589654,False
0.625 ug/mL,0.625,14.04,10918.80936058966,False
0.625 ug/mL,0.625,14.084999999999999,10918.809360589665,False
0.625 ug/mL,0.625,14.129999999999999,10918.80936058967,False
0.625 ug/mL,0.625,14.174999999999999,10918.809360589674,False
0.625 ug/mL,0.625,14.219999999999999,10918.809360589677,False
0.625 ug/mL,0.625,14.264999999999999,10918.80936058968,False
0.625 ug/mL,0.625,14.309999999999999,10918.809360589683,False
0.625 ug/mL,0.625,14.354999999999999,10918.809360589685,False
0.625 ug/mL,0.625,14.399999999999999,10918.809360589688,False
0.625 ug/mL,0.625,14.445,10918.80936058969,False
0.625 ug/mL,0.625,14.49,10918.809360589692,False
0.625 ug/mL,0.625,14.535,10918.809360589692,False
0.625 ug/mL,0.625,14.58,10918.809360589696,False
0.625 ug/mL,0.625,14.625,10918.809360589696,False
0.625 ug/mL,0.625,14.67,10918.809360589697,False
0.625 ug/mL,0.625,14.715,10918.8093605897,False
0.625 ug/mL,0.625,14.76,10918.8093605897,False
0.625 ug/mL,0.625,14.805,10918.8093605897,False
0.625 ug/mL,0.625,14.85,10918.809360589701,False
0.625 ug/mL,0.625,14.895,10918.809360589703,False
0.625 ug/mL,0.625,14.94,10918.809360589703,False
0.625 ug/mL,0.625,14.985,10918.809360589703,False
0.625 ug/mL,0.625,15.03,10918.809360589703,False
0.625 ug/mL,0.625,15.075,10918.809360589703,False
0.625 ug/mL,0.625,15.12,10918.809360589705,False
0.625 ug/mL,0.625,15.165,10918.809360589705,False
0.625 ug/mL,0.625,15.209999999999999,10918.809360589705,False
0.625 ug/mL,0.625,15.254999999999999,10918.809360589707,False
0.625 ug/mL,0.625,15.299999999999999,10918.809360589707,False
0.625 ug/mL,0.625,15.344999999999999,10918.809360589707,False
0.625 ug/mL,0.625,15.389999999999999,10918.809360589707,False
0.625 ug/mL,0.625,15.434999999999999,10918.809360589707,False
0.625 ug/mL,0.625,15.479999999999999,10918.809360589707,False
0.625 ug/mL,0.625,15.524999999999999,10918.809360589707,False
0.625 ug/mL,0.625,15.57,10918.809360589707,False
0.625 ug/mL,0.625,15.615,10918.809360589707,False
0.625 ug/mL,0.625,15.66,10918.809360589707,False
0.625 ug/mL,0.625,15.705,10918.809360589707,False
0.625 ug/mL,0.625,15.75,10918.809360589707,False
0.625 ug/mL,0.625,15.795,10918.809360589707,False
0.625 ug/mL,0.625,15.84,10918.809360589707,False
0.625 ug/mL,0.625,15.885,10918.809360589707,False
0.625 ug/mL,0.625,15.93,10918.809360589708,False
0.625 ug/mL,0.625,15.975,10918.809360589708,False
0.625 ug/mL,0.625,16.02,10918.809360589708,False
0.625 ug/mL,0.625,16.064999999999998,10918.809360589708,False
0.625 ug/mL,0.625,16.11,10918.809360589708,False
0.625 ug/mL,0.625,16.155,10918.809360589708,False
0.625 ug/mL,0.625,16.2,10918.809360589708,False
0.625 ug/mL,0.625,16.245,10918.809360589708,False
0.625 ug/mL,0.625,16.29,10918.809360589708,False
0.625 ug/mL,0.625,16.335,10918.809360589708,False
0.625 ug/mL,0.625,16.38,10918.809360589708,False
0.625 ug/mL,0.625,16.425,10918.809360589708,False
0.625 ug/mL,0.625,16.47,10918.809360589708,False
0.625 ug/mL,0.625,16.515,10918.809360589708,False
0.625 ug/mL,0.625,16.56,10918.809360589708,False
0.625 ug/mL,0.625,16.605,10918.809360589708,False
0.625 ug/mL,0.625,16.65,10918.809360589708,False
0.625 ug/mL,0.625,16.695,10918.809360589708,False
0.625 ug/mL,0.625,16.74,10918.809360589708,False
0.625 ug/mL,0.625,16.785,10918.809360589708,False
0.625 ug/mL,0.625,16.83,10918.809360589708,False
0.625 ug/mL,0.625,16.875,10918.809360589708,False
0.625 ug/mL,0.625,16.919999999999998,10918.809360589708,False
0.625 ug/mL,0.625,16.965,10918.809360589708,False
0.625 ug/mL,0.625,17.009999999999998,10918.809360589708,False
0.625 ug/mL,0.625,17.055,10918.809360589708,False
0.625 ug/mL,0.625,17.099999999999998,10918.809360589708,False
0.625 ug/mL,0.625,17.145,10918.809360589708,False
0.625 ug/mL,0.625,17.189999999999998,10918.809360589708,False
0.625 ug/mL,0.625,17.235,10918.809360589708,False
0.625 ug/mL,0.625,17.28,10918.809360589708,False
0.625 ug/mL,0.625,17.325,10918.809360589708,False
0.625 ug/mL,0.625,17.37,10918.809360589708,False
0.625 ug/mL,0.625,17.415,10918.809360589708,False
0.625 ug/mL,0.625,17.46,10918.809360589708,False
0.625 ug/mL,0.625,17.505,10918.809360589708,False
0.625 ug/mL,0.625,17.55,10918.809360589708,False
0.625 ug/mL,0.625,17.595,10918.809360589708,False
0.625 ug/mL,0.625,17.64,10918.809360589708,False
0.625 ug/mL,0.625,17.685,10918.809360589708,False
0.625 ug/mL,0.625,17.73,10918.809360589708,False
0.625 ug/mL,0.625,17.775,10918.809360589708,False
0.625 ug/mL,0.625,17.82,10918.809360589708,False
0.625 ug/mL,0.625,17.865,10918.809360589708,False
0.625 ug/mL,0.625,17.91,10918.809360589708,False
0.625 ug/mL,0.625,17.955,10918.809360589708,False
0.625 ug/mL,0.625,18.0,10918.809360589708,False
0.625 ug/mL,0.625,18.044999999999998,10918.809360589708,False
0.625 ug/mL,0.625,18.09,10918.809360589708,False
0.625 ug/mL,0.625,18.134999999999998,10918.809360589708,False
0.625 ug/mL,0.625,18.18,10918.809360589708,False
0.625 ug/mL,0.625,18.224999999999998,10918.809360589708,False
0.625 ug/mL,0.625,18.27,10918.809360589708,False
0.625 ug/mL,0.625,18.314999999999998,10918.809360589708,False
0.625 ug/mL,0.625,18.36,10918.809360589708,False
0.625 ug/mL,0.625,18.404999999999998,10918.809360589708,False
0.625 ug/mL,0.625,18.45,10918.809360589708,False
0.625 ug/mL,0.625,18.495,10918.809360589708,False
0.625 ug/mL,0.625,18.54,10918.809360589708,False
0.625 ug/mL,0.625,18.585,10918.809360589708,False
0.625 ug/mL,0.625,18.63,10918.809360589708,False
0.625 ug/mL,0.625,18.675,10918.809360589708,False
0.625 ug/mL,0.625,18.72,10918.809360589708,False
0.625 ug/mL,0.625,18.765,10918.809360589708,False
0.625 ug/mL,0.625,18.81,10918.809360589708,False
0.625 ug/mL,0.625,18.855,10918.809360589708,False
0.625 ug/mL,0.625,18.9,10918.809360589708,False
0.625 ug/mL,0.625,18.945,10918.809360589708,False
0.625 ug/mL,0.625,18.99,10918.809360589708,False
0.625 ug/mL,0.625,19.035,10918.809360589708,False
0.625 ug/mL,0.625,19.08,10918.809360589708,False
0.625 ug/mL,0.625,19.125,10918.809360589708,False
0.625 ug/mL,0.625,19.169999999999998,10918.809360589708,False
0.625 ug/mL,0.625,19.215,10918.809360589708,False
0.625 ug/mL,0.625,19.259999999999998,10918.809360589708,False
0.625 ug/mL,0.625,19.305,10918.809360589708,False
0.625 ug/mL,0.625,19.349999999999998,10918.809360589708,False
0.625 ug/mL,0.625,19.395,10918.809360589708,False
0.625 ug/mL,0.625,19.439999999999998,10918.809360589708,False
0.625 ug/mL,0.625,19.485,10918.809360589708,False
0.625 ug/mL,0.625,19.529999999999998,10918.809360589708,False
0.625 ug/mL,0.625,19.575,10918.809360589708,False
0.625 ug/mL,0.625,19.62,10918.809360589708,False
0.625 ug/mL,0.625,19.665,10918.809360589708,False
0.625 ug/mL,0.625,19.71,10918.809360589708,False
0.625 ug/mL,0.625,19.755,10918.809360589708,False
0.625 ug/mL,0.625,19.8,10918.809360589708,False
0.625 ug/mL,0.625,19.845,10918.809360589708,False
0.625 ug/mL,0.625,19.89,10918.809360589708,False
0.625 ug/mL,0.625,19.935,10918.809360589708,False
0.625 ug/mL,0.625,19.98,10918.809360589708,False
0.625 ug/mL,0.625,20.025,10918.809360589708,False
0.625 ug/mL,0.625,20.07,10918.809360589708,False
0.625 ug/mL,0.625,20.115,10918.809360589708,False
0.625 ug/mL,0.625,20.16,10918.809360589708,False
0.625 ug/mL,0.625,20.205,10918.809360589708,False
0.625 ug/mL,0.625,20.25,10918.809360589708,False
0.625 ug/mL,0.625,20.294999999999998,10918.809360589708,False
0.625 ug/mL,0.625,20.34,10918.809360589708,False
0.625 ug/mL,0.625,20.384999999999998,10918.809360589708,False
0.625 ug/mL,0.625,20.43,10918.809360589708,False
0.625 ug/mL,0.625,20.474999999999998,10918.809360589708,False
0.625 ug/mL,0.625,20.52,10918.809360589708,False
0.625 ug/mL,0.625,20.564999999999998,10918.809360589708,False
0.625 ug/mL,0.625,20.61,10918.809360589708,False
0.625 ug/mL,0.625,20.654999999999998,10918.809360589708,False
0.625 ug/mL,0.625,20.7,10918.809360589708,False
0.625 ug/mL,0.625,20.745,10918.809360589708,False
0.625 ug/mL,0.625,20.79,10918.809360589708,False
0.625 ug/mL,0.625,20.835,10918.809360589708,False
0.625 ug/mL,0.625,20.88,10918.809360589708,False
0.625 ug/mL,0.625,20.925,10918.809360589708,False
0.625 ug/mL,0.625,20.97,10918.809360589708,False
0.625 ug/mL,0.625,21.015,10918.809360589708,False
0.625 ug/mL,0.625,21.06,10918.809360589708,False
0.625 ug/mL,0.625,21.105,10918.809360589708,False
0.625 ug/mL,0.625,21.15,10918.809360589708,False
0.625 ug/mL,0.625,21.195,10918.809360589708,False
0.625 ug/mL,0.625,21.24,10918.809360589708,False
0.625 ug/mL,0.625,21.285,10918.809360589708,False
0.625 ug/mL,0.625,21.33,10918.809360589708,False
0.625 ug/mL,0.625,21.375,10918.809360589708,False
0.625 ug/mL,0.625,21.419999999999998,10918.809360589708,False
0.625 ug/mL,0.625,21.465,10918.809360589708,False
0.625 ug/mL,0.625,21.509999999999998,10918.809360589708,False
0.625 ug/mL,0.625,21.555,10918.809360589708,False
0.625 ug/mL,0.625,21.599999999999998,10918.809360589708,False
0.625 ug/mL,0.625,21.645,10918.809360589708,False
0.625 ug/mL,0.625,21.689999999999998,10918.809360589708,False
0.625 ug/mL,0.625,21.735,10918.809360589708,False
0.625 ug/mL,0.625,21.779999999999998,10918.809360589708,False
0.625 ug/mL,0.625,21.825,10918.809360589708,False
0.625 ug/mL,0.625,21.869999999999997,10918.809360589708,False
0.625 ug/mL,0.625,21.915,10918.809360589708,False
0.625 ug/mL,0.625,21.96,10918.809360589708,False
0.625 ug/mL,0.625,22.005,10918.809360589708,False
0.625 ug/mL,0.625,22.05,10918.809360589708,False
0.625 ug/mL,0.625,22.095,10918.809360589708,False
0.625 ug/mL,0.625,22.14,10918.809360589708,False
0.625 ug/mL,0.625,22.185,10918.809360589708,False
0.625 ug/mL,0.625,22.23,10918.809360589708,False
0.625 ug/mL,0.625,22.275,10918.809360589708,False
0.625 ug/mL,0.625,22.32,10918.809360589708,False
0.625 ug/mL,0.625,22.365,10918.809360589708,False
0.625 ug/mL,0.625,22.41,10918.809360589708,False
0.625 ug/mL,0.625,22.455,10918.809360589708,False
0.625 ug/mL,0.625,22.5,10918.809360589708,False
0.625 ug/mL,0.625,22.544999999999998,10918.809360589708,False
0.625 ug/mL,0.625,22.59,10918.809360589708,False
0.625 ug/mL,0.625,22.634999999999998,10918.809360589708,False
0.625 ug/mL,0.625,22.68,10918.809360589708,False
0.625 ug/mL,0.625,22.724999999999998,10918.809360589708,False
0.625 ug/mL,0.625,22.77,10918.809360589708,False
0.625 ug/mL,0.625,22.814999999999998,10918.809360589708,False
0.625 ug/mL,0.625,22.86,10918.809360589708,False
0.625 ug/mL,0.625,22.904999999999998,10918.809360589708,False
0.625 ug/mL,0.625,22.95,10918.809360589708,False
0.625 ug/mL,0.625,22.994999999999997,10918.809360589708,False
0.625 ug/mL,0.625,23.04,10918.809360589708,False
0.625 ug/mL,0.625,23.085,10918.809360589708,False
0.625 ug/mL,0.625,23.13,10918.809360589708,False
0.625 ug/mL,0.625,23.175,10918.809360589708,False
0.625 ug/mL,0.625,23.22,10918.809360589708,False
0.625 ug/mL,0.625,23.265,10918.809360589708,False
0.625 ug/mL,0.625,23.31,10918.809360589708,False
0.625 ug/mL,0.625,23.355,10918.809360589708,False
0.625 ug/mL,0.625,23.4,10918.809360589708,False
0.625 ug/mL,0.625,23.445,10918.809360589708,False
0.625 ug/mL,0.625,23.49,10918.809360589708,False
0.625 ug/mL,0.625,23.535,10918.809360589708,False
0.625 ug/mL,0.625,23.58,10918.809360589708,False
0.625 ug/mL,0.625,23.625,10918.809360589708,False
0.625 ug/mL,0.625,23.669999999999998,10918.809360589708,False
0.625 ug/mL,0.625,23.715,10918.809360589708,False
0.625 ug/mL,0.625,23.759999999999998,10918.809360589708,False
0.625 ug/mL,0.625,23.805,10918.809360589708,False
0.625 ug/mL,0.625,23.849999999999998,10918.809360589708,False
0.625 ug/mL,0.625,23.895,10918.809360589708,False
0.625 ug/mL,0.625,23.939999999999998,10918.809360589708,False
0.625 ug/mL,0.625,23.985,10918.809360589708,False
0.625 ug/mL,0.625,24.029999999999998,10918.809360589708,False
0.625 ug/mL,0.625,24.075,10918.809360589708,False
0.625 ug/mL,0.625,24.119999999999997,10918.809360589708,False
0.625 ug/mL,0.625,24.165,10918.809360589708,False
0.625 ug/mL,0.625,24.21,10918.809360589708,False
0.625 ug/mL,0.625,24.255,10918.809360589708,False
0.625 ug/mL,0.625,24.3,10918.809360589708,False
0.625 ug/mL,0.625,24.345,10918.809360589708,False
0.625 ug/mL,0.625,24.39,10918.809360589708,False
0.625 ug/mL,0.625,24.435,10918.809360589708,False
0.625 ug/mL,0.625,24.48,10918.809360589708,False
0.625 ug/mL,0.625,24.525,10918.809360589708,False
0.625 ug/mL,0.625,24.57,10918.809360589708,False
0.625 ug/mL,0.625,24.615,10918.809360589708,False
0.625 ug/mL,0.625,24.66,10918.809360589708,False
0.625 ug/mL,0.625,24.705,10918.809360589708,False
0.625 ug/mL,0.625,24.75,10918.809360589708,False
0.625 ug/mL,0.625,24.794999999999998,10918.809360589708,False
0.625 ug/mL,0.625,24.84,10918.809360589708,False
0.625 ug/mL,0.625,24.884999999999998,10918.809360589708,False
0.625 ug/mL,0.625,24.93,10918.809360589708,False
0.625 ug/mL,0.625,24.974999999999998,10918.809360589708,False
0.625 ug/mL,0.625,25.02,10918.809360589708,False
0.625 ug/mL,0.625,25.064999999999998,10918.809360589708,False
0.625 ug/mL,0.625,25.11,10918.809360589708,False
0.625 ug/mL,0.625,25.154999999999998,10918.809360589708,False
0.625 ug/mL,0.625,25.2,10918.809360589708,False
0.625 ug/mL,0.625,25.244999999999997,10918.809360589708,False
0.625 ug/mL,0.625,25.29,10918.809360589708,False
0.625 ug/mL,0.625,25.334999999999997,10918.809360589708,False
0.625 ug/mL,0.625,25.38,10918.809360589708,False
0.625 ug/mL,0.625,25.425,10918.809360589708,False
0.625 ug/mL,0.625,25.47,10918.809360589708,False
0.625 ug/mL,0.625,25.515,10918.809360589708,False
0.625 ug/mL,0.625,25.56,10918.809360589708,False
0.625 ug/mL,0.625,25.605,10918.809360589708,False
0.625 ug/mL,0.625,25.65,10918.809360589708,False
0.625 ug/mL,0.625,25.695,10918.809360589708,False
0.625 ug/mL,0.625,25.74,10918.809360589708,False
0.625 ug/mL,0.625,25.785,10918.809360589708,False
0.625 ug/mL,0.625,25.83,10918.809360589708,False
0.625 ug/mL,0.625,25.875,10918.809360589708,False
0.625 ug/mL,0.625,25.919999999999998,10918.809360589708,False
0.625 ug/mL,0.625,25.965,10918.809360589708,False
0.625 ug/mL,0.625,26.009999999999998,10918.809360589708,False
0.625 ug/mL,0.625,26.055,10918.809360589708,False
0.625 ug/mL,0.625,26.099999999999998,10918.809360589708,False
0.625 ug/mL,0.625,26.145,10918.809360589708,False
0.625 ug/mL,0.625,26.189999999999998,10918.809360589708,False
0.625 ug/mL,0.625,26.235,10918.809360589708,False
0.625 ug/mL,0.625,26.279999999999998,10918.809360589708,False
0.625 ug/mL,0.625,26.325,10918.809360589708,False
0.625 ug/mL,0.625,26.369999999999997,10918.809360589708,False
0.625 ug/mL,0.625,26.415,10918.809360589708,False
0.625 ug/mL,0.625,26.459999999999997,10918.809360589708,False
0.625 ug/mL,0.625,26.505,10918.809360589708,False
0.625 ug/mL,0.625,26.55,10918.809360589708,False
0.625 ug/mL,0.625,26.595,10918.809360589708,False
0.625 ug/mL,0.625,26.64,10918.809360589708,False
0.625 ug/mL,0.625,26.685,10918.809360589708,False
0.625 ug/mL,0.625,26.73,10918.809360589708,False
0.625 ug/mL,0.625,26.775,10918.809360589708,False
0.625 ug/mL,0.625,26.82,10918.809360589708,False
