Concentration,Time_min,Fit_Value,Vmax,Km
0.625 ug/mL,25.929648241206028,11184.8,11015.0,0.1125
0.625 ug/mL,26.08040201005025,11184.8,11015.0,0.1125
0.625 ug/mL,26.23115577889447,11184.8,11015.0,0.1125
0.625 ug/mL,26.38190954773869,11184.8,11015.0,0.1125
0.625 ug/mL,26.532663316582912,11184.8,11015.0,0.1125
0.625 ug/mL,26.683417085427134,11184.8,11015.0,0.1125
0.625 ug/mL,26.834170854271356,11184.8,11015.0,0.1125
0.625 ug/mL,26.984924623115575,11184.8,11015.0,0.1125
0.625 ug/mL,27.135678391959797,11184.8,11015.0,0.1125
0.625 ug/mL,27.28643216080402,11184.8,11015.0,0.1125
0.625 ug/mL,27.437185929648237,11184.8,11015.0,0.1125
0.625 ug/mL,27.58793969849246,11184.8,11015.0,0.1125
0.625 ug/mL,27.73869346733668,11184.8,11015.0,0.1125
0.625 ug/mL,27.889447236180903,11184.8,11015.0,0.1125
0.625 ug/mL,28.040201005025125,11184.8,11015.0,0.1125
0.625 ug/mL,28.190954773869343,11184.8,11015.0,0.1125
0.625 ug/mL,28.341708542713565,11184.8,11015.0,0.1125
0.625 ug/mL,28.492462311557787,11184.8,11015.0,0.1125
0.625 ug/mL,28.643216080402006,11184.8,11015.0,0.1125
0.625 ug/mL,28.793969849246228,11184.8,11015.0,0.1125
0.625 ug/mL,28.94472361809045,11184.8,11015.0,0.1125
0.625 ug/mL,29.09547738693467,11184.8,11015.0,0.1125
0.625 ug/mL,29.246231155778894,11184.8,11015.0,0.1125
0.625 ug/mL,29.396984924623112,11184.8,11015.0,0.1125
0.625 ug/mL,29.547738693467334,11184.8,11015.0,0.1125
0.625 ug/mL,29.698492462311556,11184.8,11015.0,0.1125
0.625 ug/mL,29.849246231155774,11184.8,11015.0,0.1125
0.625 ug/mL,30.0,11184.8,11015.0,0.1125
1.25 ug/mL,0.0,0.0,13720.0,0.08734
1.25 ug/mL,0.1507537688442211,8028.8292354385685,13720.0,0.08734
1.25 ug/mL,0.3015075376884422,11390.7867592036,13720.0,0.08734
1.25 ug/mL,0.4522613065326633,12798.558435516117,13720.0,0.08734
1.25 ug/mL,0.6030150753768844,13388.042710263388,13720.0,0.08734
1.25 ug/mL,0.7537688442211055,13634.880827566987,13720.0,0.08734
1.25 ug/mL,0.9045226130653266,13738.240762282985,13720.0,0.08734
