Concentration,Concentration [ug/mL],Time_min,RFU_Interpolated,Is_Extrapolated
Calibration Curve,,32.5295,,True
Calibration Curve,,32.574,,True
Calibration Curve,,32.6185,,True
Calibration Curve,,32.663,,True
Calibration Curve,,32.707499999999996,,True
Calibration Curve,,32.751999999999995,,True
Calibration Curve,,32.7965,,True
Calibration Curve,,32.841,,True
Calibration Curve,,32.8855,,True
Calibration Curve,,32.93,,True
Calibration Curve,,32.9745,,True
Calibration Curve,,33.019,,True
Calibration Curve,,33.0635,,True
Calibration Curve,,33.108,,True
Calibration Curve,,33.152499999999996,,True
Calibration Curve,,33.196999999999996,,True
Calibration Curve,,33.241499999999995,,True
Calibration Curve,,33.286,,True
Calibration Curve,,33.3305,,True
Calibration Curve,,33.375,,True
Calibration Curve,,33.4195,,True
Calibration Curve,,33.464,,True
Calibration Curve,,33.5085,,True
Calibration Curve,,33.553,,True
Calibration Curve,,33.5975,,True
Calibration Curve,,33.641999999999996,,True
Calibration Curve,,33.686499999999995,,True
Calibration Curve,,33.731,,True
Calibration Curve,,33.7755,,True
Calibration Curve,,33.82,,True
Calibration Curve,,33.8645,,True
Calibration Curve,,33.909,,True
Calibration Curve,,33.9535,,True
Calibration Curve,,33.998,,True
Calibration Curve,,34.0425,,True
Calibration Curve,,34.086999999999996,,True
Calibration Curve,,34.131499999999996,,True
Calibration Curve,,34.176,,True
Calibration Curve,,34.2205,,True
Calibration Curve,,34.265,,True
Calibration Curve,,34.3095,,True
Calibration Curve,,34.354,,True
Calibration Curve,,34.3985,,True
Calibration Curve,,34.443,,True
Calibration Curve,,34.4875,,True
Calibration Curve,,34.532,,True
Calibration Curve,,34.576499999999996,,True
Calibration Curve,,34.620999999999995,,True
Calibration Curve,,34.6655,,True
Calibration Curve,,34.71,,True
Calibration Curve,,34.7545,,True
Calibration Curve,,34.799,,True
Calibration Curve,,34.8435,,True
Calibration Curve,,34.888,,True
